time,ax,ay,az,aT
38.185000,-0.5916,-0.3896,0.0385,0.709
38.186000,-0.6364,-0.3504,0.0777,0.731
38.190000,-0.5974,-0.3785,0.0287,0.708
38.198000,-0.6811,-0.4086,0.0581,0.796
38.212000,-0.6994,-0.4153,0.0787,0.817
38.229000,-0.6862,-0.4429,0.0793,0.821
38.232000,-0.6971,-0.4362,0.1548,0.837
38.269000,-0.6696,-0.4852,0.1476,0.840
38.271000,-0.7690,-0.4487,0.2330,0.920
38.271000,-0.7433,-0.4376,0.1992,0.885
38.274000,-0.8207,-0.4567,0.2420,0.970
38.279000,-0.8136,-0.4550,0.2390,0.962
38.303000,-0.8456,-0.4615,0.2759,1.002
38.305000,-0.8311,-0.4715,0.2987,1.001
38.308000,-0.9213,-0.5249,0.3312,1.111
38.321000,-0.8991,-0.4822,0.3037,1.064
38.328000,-0.9081,-0.5048,0.3987,1.113
38.339000,-0.9145,-0.4952,0.4325,1.126
38.348000,-0.9506,-0.5454,0.4603,1.189
38.366000,-0.9875,-0.5045,0.4248,1.187
38.375000,-0.9812,-0.5175,0.5285,1.229
38.378000,-0.9988,-0.5003,0.5067,1.227
38.389000,-1.0181,-0.5253,0.5646,1.277
38.399000,-1.0236,-0.5031,0.5665,1.273
38.408000,-1.0772,-0.5517,0.6448,1.371
38.419000,-1.0418,-0.5243,0.6389,1.330
38.428000,-1.0186,-0.5126,0.7253,1.351
38.438000,-1.0763,-0.5138,0.6951,1.380
38.448000,-1.0875,-0.5085,0.7509,1.416
38.461000,-1.0615,-0.5979,0.7440,1.428
38.473000,-1.0642,-0.5548,0.8480,1.469
38.486000,-1.1120,-0.5650,0.8073,1.486
38.492000,-1.0783,-0.5424,0.8371,1.469
38.504000,-1.0905,-0.5334,0.8584,1.487
38.509000,-1.0888,-0.5366,0.9037,1.513
38.522000,-1.0891,-0.5251,0.8937,1.503
38.528000,-1.0889,-0.5783,0.9595,1.562
38.539000,-1.1081,-0.5521,0.9228,1.544
38.548000,-1.0968,-0.5380,0.9832,1.568
38.563000,-1.0068,-0.5526,0.9464,1.488
38.588000,-1.0716,-0.5715,0.9696,1.554
38.590000,-1.0577,-0.5356,0.9782,1.537
38.591000,-1.0608,-0.5264,1.0073,1.555
38.599000,-1.0660,-0.5718,1.0178,1.581
38.608000,-1.0786,-0.5193,1.0298,1.579
38.620000,-1.0719,-0.4953,1.0262,1.564
38.628000,-1.0540,-0.5176,1.0154,1.552
38.638000,-1.0309,-0.4817,1.0428,1.543
38.648000,-1.0279,-0.4827,1.0469,1.545
38.662000,-1.0121,-0.5186,1.0241,1.530
38.669000,-1.0051,-0.4917,1.0441,1.530
38.689000,-1.0275,-0.5203,1.0498,1.558
38.691000,-0.9919,-0.4752,1.0505,1.521
38.698000,-0.9979,-0.4466,1.0159,1.492
38.708000,-0.9937,-0.4916,1.0317,1.514
38.720000,-0.9782,-0.4701,1.0114,1.484
38.728000,-1.0196,-0.4636,1.0395,1.528
38.738000,-0.9256,-0.4710,1.0216,1.457
38.748000,-0.9220,-0.4714,1.0088,1.446
38.761000,-0.9142,-0.4381,1.0078,1.429
38.785000,-0.9494,-0.4528,1.0043,1.454
38.789000,-0.9125,-0.4533,0.9950,1.424
38.790000,-0.8966,-0.4331,0.9699,1.390
38.799000,-0.8985,-0.4359,1.0025,1.415
38.808000,-0.8925,-0.4592,1.0246,1.434
38.821000,-0.8469,-0.4381,0.9735,1.363
38.829000,-0.8366,-0.4303,1.0103,1.381
38.838000,-0.8175,-0.4762,0.9996,1.376
38.848000,-0.7831,-0.4254,0.9723,1.319
38.871000,-0.8239,-0.4354,1.0309,1.390
38.882000,-0.8313,-0.4631,1.0054,1.384
38.884000,-0.8242,-0.4588,0.9971,1.373
38.888000,-0.7309,-0.4550,1.0188,1.334
38.898000,-0.7436,-0.4532,0.9914,1.320
38.909000,-0.7002,-0.4106,1.0097,1.296
38.918000,-0.7084,-0.4615,0.9894,1.301
38.928000,-0.6687,-0.4419,0.9675,1.256
38.938000,-0.6463,-0.4307,0.9547,1.231
38.948000,-0.6124,-0.4457,0.9754,1.235
38.963000,-0.6284,-0.4393,0.9767,1.242
38.987000,-0.5467,-0.4648,0.9509,1.191
38.990000,-0.5420,-0.4609,0.9428,1.181
38.991000,-0.4653,-0.4059,0.9514,1.134
38.998000,-0.4684,-0.4738,0.9693,1.176
39.008000,-0.4479,-0.3880,0.9420,1.113
39.020000,-0.4155,-0.4490,0.9077,1.095
39.028000,-0.3792,-0.4522,0.8991,1.075
39.038000,-0.3759,-0.4487,0.8912,1.066
39.048000,-0.3230,-0.4185,0.8813,1.028
39.062000,-0.3036,-0.4392,0.8403,0.996
39.086000,-0.2364,-0.4216,0.7845,0.921
39.089000,-0.2722,-0.4449,0.7988,0.954
39.091000,-0.2297,-0.4302,0.7445,0.890
39.103000,-0.1920,-0.4394,0.7211,0.866
39.108000,-0.1629,-0.3941,0.6943,0.815
39.120000,-0.1519,-0.4562,0.6569,0.814
39.128000,-0.0909,-0.4148,0.6072,0.741
39.138000,-0.1042,-0.4221,0.5753,0.721
39.148000,-0.0086,-0.4008,0.5323,0.666
39.162000,-0.0346,-0.4585,0.5293,0.701
39.170000,-0.0072,-0.3344,0.4798,0.585
39.178000,0.0238,-0.4044,0.4559,0.610
39.195000,0.0605,-0.3706,0.4172,0.561
39.199000,0.0529,-0.4241,0.3891,0.578
39.208000,0.0963,-0.3976,0.3011,0.508
39.225000,0.0979,-0.4203,0.3119,0.532
39.230000,0.1939,-0.3783,0.2182,0.478
39.238000,0.1472,-0.3581,0.2631,0.468
39.248000,0.2523,-0.3816,0.1936,0.497
39.265000,0.2644,-0.3376,0.1769,0.464
39.270000,0.2861,-0.4004,0.1251,0.508
39.278000,0.2883,-0.3781,0.1136,0.489
39.288000,0.3285,-0.3347,0.0380,0.470
39.298000,0.2924,-0.3367,0.0298,0.447
39.309000,0.3846,-0.3761,-0.0313,0.539
39.320000,0.3385,-0.3446,-0.0129,0.483
39.328000,0.3984,-0.3160,-0.0567,0.512
39.340000,0.4257,-0.3134,-0.0498,0.531
39.348000,0.4443,-0.2977,-0.1190,0.548
39.366000,0.4237,-0.2951,-0.0688,0.521
39.368000,0.4741,-0.3240,-0.1467,0.593
39.378000,0.4841,-0.2688,-0.1366,0.570
39.388000,0.5563,-0.2839,-0.1903,0.653
39.399000,0.5870,-0.2813,-0.1086,0.660
39.408000,0.5827,-0.2728,-0.2055,0.675
39.420000,0.5727,-0.2848,-0.2115,0.674
39.428000,0.6110,-0.2622,-0.2036,0.695
39.438000,0.6244,-0.3197,-0.2548,0.746
39.448000,0.6535,-0.2564,-0.3011,0.764
39.468000,0.6762,-0.2541,-0.2707,0.771
39.470000,0.6891,-0.2148,-0.2964,0.780
39.478000,0.6901,-0.2126,-0.3038,0.783
39.488000,0.7783,-0.2377,-0.4007,0.907
39.499000,0.7856,-0.2403,-0.3432,0.890
39.508000,0.7966,-0.2265,-0.3958,0.918
39.518000,0.7658,-0.2077,-0.4261,0.901
39.528000,0.8429,-0.1814,-0.4387,0.967
39.553000,0.8093,-0.1602,-0.4401,0.935
39.556000,0.8685,-0.2035,-0.5319,1.039
39.558000,0.8655,-0.1775,-0.5064,1.018
39.568000,0.9061,-0.1557,-0.5963,1.096
39.579000,0.8791,-0.1275,-0.5583,1.049
39.588000,0.9436,-0.1293,-0.6551,1.156
39.599000,0.9116,-0.1418,-0.6189,1.111
39.609000,0.9667,-0.0669,-0.7147,1.204
39.618000,0.9297,-0.0891,-0.7017,1.168
39.628000,0.9767,-0.0695,-0.7494,1.233
39.638000,0.9468,-0.0606,-0.7242,1.194
39.648000,1.0338,-0.0675,-0.7887,1.302
39.664000,0.9914,-0.0873,-0.8082,1.282
39.674000,1.0130,-0.0662,-0.8315,1.312
39.678000,0.9828,-0.0263,-0.8293,1.286
39.688000,0.9994,-0.0366,-0.8635,1.321
39.698000,1.0001,-0.0183,-0.8966,1.343
39.708000,1.0257,0.0090,-0.9280,1.383
39.734000,1.0026,0.0297,-0.9273,1.366
39.737000,1.0799,0.0134,-0.9486,1.437
39.738000,0.9826,0.0006,-0.9477,1.365
39.750000,1.0443,0.0486,-1.0164,1.458
39.758000,1.0257,0.0142,-1.0149,1.443
39.794000,1.0346,0.0723,-1.0563,1.480
39.801000,1.0660,0.0834,-1.0354,1.488
39.806000,1.0821,0.0739,-1.0523,1.511
39.807000,1.0325,0.1137,-1.0600,1.484
39.810000,1.0209,0.0891,-1.1424,1.535
39.818000,1.0501,0.0978,-1.0638,1.498
39.828000,1.0431,0.1011,-1.1173,1.532
39.838000,1.0105,0.1623,-1.0934,1.498
39.848000,1.0515,0.1385,-1.1062,1.533
39.874000,1.0045,0.1088,-1.1205,1.509
39.878000,0.9771,0.1203,-1.1223,1.493
39.878000,1.0375,0.1265,-1.0913,1.511
39.897000,1.0151,0.2019,-1.1051,1.514
39.899000,1.0017,0.1793,-1.0980,1.497
39.908000,0.9681,0.1583,-1.1080,1.480
39.919000,1.0097,0.2100,-1.1151,1.519
39.928000,0.9552,0.2171,-1.1143,1.484
39.946000,0.9732,0.1802,-1.0810,1.466
39.951000,0.9361,0.1943,-1.1116,1.466
39.989000,0.9091,0.1932,-1.0759,1.422
39.992000,0.9111,0.1975,-1.0709,1.420
39.993000,0.8962,0.2204,-1.0641,1.409
39.994000,0.8912,0.1886,-1.0792,1.412
39.998000,0.9191,0.1756,-1.0296,1.391
40.012000,0.8690,0.2301,-1.0321,1.369
40.036000,0.8900,0.2122,-1.0778,1.414
40.039000,0.8564,0.1974,-1.0371,1.359
40.041000,0.8822,0.1628,-1.0353,1.370
40.050000,0.8365,0.2368,-1.0233,1.343
40.059000,0.8174,0.2116,-1.0644,1.359
40.104000,0.8473,0.1877,-1.0429,1.357
40.111000,0.7736,0.2295,-1.0410,1.317
40.112000,0.8106,0.2128,-1.0360,1.333
40.113000,0.7704,0.2116,-1.0271,1.301
40.114000,0.7532,0.2215,-1.0585,1.318
40.134000,0.7633,0.2323,-0.9948,1.275
40.135000,0.6984,0.2182,-1.0327,1.266
40.138000,0.7019,0.2217,-1.0215,1.259
40.152000,0.6436,0.2147,-0.9867,1.197
40.158000,0.6807,0.2013,-1.0471,1.265
40.186000,0.6117,0.1868,-1.0032,1.190
40.188000,0.6063,0.1854,-0.9947,1.180
40.192000,0.6107,0.1600,-1.0194,1.199
40.198000,0.5740,0.1932,-0.9913,1.162
40.208000,0.5521,0.1529,-1.0031,1.155
40.220000,0.5235,0.1777,-0.9875,1.132
40.228000,0.4803,0.1896,-0.9879,1.115
40.239000,0.4524,0.1402,-0.9368,1.050
40.248000,0.4137,0.1533,-0.9325,1.032
40.265000,0.4385,0.0871,-0.9650,1.064
40.269000,0.3477,0.1227,-0.9430,1.013
40.278000,0.3565,0.1258,-0.9516,1.024
40.288000,0.2974,0.0809,-0.9007,0.952
40.299000,0.2876,0.0506,-0.8932,0.940
40.309000,0.2434,0.0376,-0.8675,0.902
40.319000,0.2507,0.0480,-0.8792,0.916
40.328000,0.2004,0.0571,-0.8307,0.856
40.338000,0.1465,0.0244,-0.8237,0.837
40.348000,0.0793,-0.0017,-0.7699,0.774
40.362000,0.1450,0.0518,-0.7706,0.786
40.384000,0.0382,0.0217,-0.7437,0.745
40.387000,0.0662,-0.0204,-0.7329,0.736
40.389000,0.0047,-0.0064,-0.6354,0.635
40.399000,0.0164,-0.0317,-0.6327,0.634
40.408000,-0.0371,-0.0644,-0.5760,0.581
40.420000,-0.0037,-0.0536,-0.5976,0.600
40.428000,-0.0556,-0.0690,-0.5317,0.539
40.438000,-0.0717,-0.0628,-0.5038,0.513
40.449000,-0.1484,-0.1283,-0.4362,0.478
40.474000,-0.1329,-0.0981,-0.4566,0.486
40.482000,-0.1934,-0.1334,-0.3925,0.457
40.483000,-0.1585,-0.1509,-0.3802,0.439
40.492000,-0.2284,-0.1812,-0.3623,0.465
40.502000,-0.2287,-0.1817,-0.3289,0.440
40.508000,-0.3000,-0.1817,-0.2885,0.454
40.521000,-0.3116,-0.2038,-0.3294,0.497
40.528000,-0.3231,-0.2151,-0.2357,0.454
40.538000,-0.2966,-0.2298,-0.2343,0.442
40.548000,-0.3316,-0.2154,-0.1977,0.442
40.560000,-0.3666,-0.2443,-0.1919,0.481
40.569000,-0.4325,-0.2818,-0.1518,0.538
40.578000,-0.4334,-0.2699,-0.1441,0.531
40.591000,-0.4295,-0.2960,-0.1136,0.534
40.599000,-0.4447,-0.2983,-0.0991,0.545
40.608000,-0.4583,-0.3191,-0.0787,0.564
40.619000,-0.4756,-0.3164,-0.0622,0.575
40.628000,-0.5074,-0.3306,-0.0346,0.607
40.638000,-0.5219,-0.3014,-0.0042,0.603
40.648000,-0.5365,-0.3585,0.0242,0.646
40.671000,-0.5721,-0.3244,0.0043,0.658
40.673000,-0.5788,-0.3502,-0.0036,0.676
40.678000,-0.6470,-0.3845,0.0621,0.755
40.688000,-0.6698,-0.3884,0.1041,0.781
40.698000,-0.6259,-0.3540,0.0692,0.722
40.709000,-0.6522,-0.3985,0.1277,0.775
40.737000,-0.6748,-0.4021,0.1448,0.799
40.740000,-0.7441,-0.4109,0.1840,0.870
40.742000,-0.7421,-0.4025,0.1246,0.853
40.749000,-0.7507,-0.3929,0.2153,0.874
40.758000,-0.7677,-0.4059,0.1557,0.882
40.788000,-0.8266,-0.4099,0.2331,0.952
40.792000,-0.8050,-0.4394,0.2422,0.949
40.793000,-0.8661,-0.4556,0.2863,1.020
40.798000,-0.8655,-0.4347,0.2855,1.010
40.808000,-0.8635,-0.4232,0.3507,1.024
40.831000,-0.8654,-0.4403,0.3708,1.039
40.836000,-0.9027,-0.4921,0.4043,1.105
40.838000,-0.9113,-0.4587,0.3883,1.092
40.848000,-0.9490,-0.4731,0.4545,1.154
40.858000,-0.9382,-0.4993,0.4238,1.144
40.897000,-0.9675,-0.4537,0.4846,1.173
40.900000,-0.9472,-0.4773,0.4918,1.169
40.904000,-0.9764,-0.4754,0.5321,1.209
40.905000,-0.9347,-0.4605,0.5651,1.185
40.908000,-0.9778,-0.4728,0.5999,1.241
40.919000,-0.9859,-0.4864,0.5801,1.243
40.928000,-0.9843,-0.5097,0.6870,1.304
40.938000,-1.0255,-0.4968,0.6356,1.305
40.948000,-1.0236,-0.4797,0.7167,1.338
40.966000,-1.0338,-0.4904,0.7436,1.365
40.973000,-1.0369,-0.5214,0.7674,1.391
40.978000,-0.9901,-0.4912,0.8082,1.369
40.988000,-1.0311,-0.4925,0.8008,1.395
40.998000,-0.9890,-0.5053,0.8033,1.371
41.011000,-0.9825,-0.5174,0.8435,1.394
41.036000,-1.0193,-0.4821,0.8910,1.437
41.042000,-1.0469,-0.5182,0.8738,1.459
41.043000,-0.9787,-0.4517,0.9093,1.410
41.049000,-1.0256,-0.4927,0.9109,1.458
41.060000,-0.9788,-0.5051,0.9246,1.438
41.082000,-0.9835,-0.5204,0.9175,1.442
41.085000,-1.0084,-0.4633,0.9479,1.459
41.089000,-0.9923,-0.5202,0.9452,1.466
41.099000,-0.9815,-0.4942,0.9681,1.465
41.108000,-0.9678,-0.4825,0.9975,1.471
41.131000,-0.9834,-0.4351,0.9466,1.433
41.136000,-0.9899,-0.4489,0.9885,1.469
41.138000,-0.9459,-0.4684,0.9566,1.424
41.148000,-0.9793,-0.4542,0.9617,1.446
41.159000,-0.9259,-0.4713,0.9704,1.422
41.195000,-0.9502,-0.4744,0.9358,1.415
41.197000,-0.9089,-0.4605,0.9541,1.396
41.202000,-0.9365,-0.3977,0.9724,1.407
41.204000,-0.9096,-0.4580,0.9643,1.403
41.216000,-0.9016,-0.4519,0.9761,1.404
41.220000,-0.8845,-0.4596,0.9371,1.368
41.229000,-0.8629,-0.4265,0.9359,1.343
41.238000,-0.8698,-0.4128,0.9354,1.342
41.248000,-0.8459,-0.4439,0.9505,1.348
41.262000,-0.8412,-0.4206,0.9426,1.332
41.298000,-0.7945,-0.4134,0.9457,1.302
41.315000,-0.8305,-0.4045,0.9332,1.313
41.317000,-0.7981,-0.4021,0.9441,1.300
41.322000,-0.7747,-0.4363,0.9504,1.301
41.323000,-0.8182,-0.4172,0.8997,1.286
41.324000,-0.7685,-0.4347,0.9301,1.282
41.328000,-0.7150,-0.4514,0.9342,1.260
41.347000,-0.7066,-0.3876,0.9456,1.242
41.349000,-0.7528,-0.4017,0.9280,1.261
41.394000,-0.7179,-0.4002,0.9321,1.243
41.396000,-0.6612,-0.4019,0.9427,1.220
41.397000,-0.6817,-0.3980,0.9278,1.218
41.401000,-0.6840,-0.4111,0.9204,1.218
41.402000,-0.6662,-0.4383,0.9339,1.228
41.408000,-0.6322,-0.4360,0.9341,1.209
41.432000,-0.6244,-0.4251,0.9190,1.190
41.436000,-0.5725,-0.4051,0.9219,1.158
41.439000,-0.5841,-0.4564,0.8925,1.160
41.448000,-0.5177,-0.4112,0.9163,1.130
41.458000,-0.5417,-0.4745,0.9011,1.154
41.494000,-0.4708,-0.4208,0.8641,1.070
41.495000,-0.5331,-0.4508,0.8660,1.112
41.497000,-0.4323,-0.4242,0.8348,1.031
41.498000,-0.4381,-0.3921,0.8727,1.052
41.521000,-0.3784,-0.3710,0.8393,0.993
41.525000,-0.3324,-0.4323,0.8508,1.011
41.528000,-0.3114,-0.3949,0.8146,0.957
41.545000,-0.3347,-0.3991,0.7814,0.939
41.548000,-0.2880,-0.3670,0.7806,0.909
41.568000,-0.2380,-0.3952,0.7618,0.891
41.572000,-0.1714,-0.4235,0.7219,0.854
41.578000,-0.1937,-0.3801,0.7154,0.833
41.605000,-0.1229,-0.4191,0.6495,0.783
41.613000,-0.1598,-0.3999,0.6268,0.760
41.614000,-0.0832,-0.3909,0.5919,0.714
41.625000,-0.0777,-0.4078,0.5815,0.714
41.631000,-0.0553,-0.3766,0.5386,0.660
41.647000,-0.0168,-0.3794,0.5216,0.645
41.650000,0.0450,-0.3695,0.4643,0.595
41.671000,0.0114,-0.3844,0.4739,0.610
41.675000,0.1028,-0.3403,0.3918,0.529
41.678000,0.0615,-0.3985,0.4162,0.580
41.715000,0.1084,-0.3742,0.3076,0.496
41.725000,0.1525,-0.3823,0.3564,0.545
41.727000,0.1602,-0.3489,0.2810,0.476
41.728000,0.1398,-0.3502,0.2588,0.457
41.729000,0.2093,-0.3365,0.2121,0.449
41.738000,0.2146,-0.3715,0.1880,0.468
41.748000,0.2423,-0.3304,0.1410,0.433
41.759000,0.2354,-0.3199,0.1794,0.436
41.777000,0.2971,-0.3322,0.0967,0.456
41.782000,0.3205,-0.2956,0.1166,0.451
41.801000,0.3409,-0.3329,0.0334,0.478
41.804000,0.3497,-0.2798,0.0467,0.450
41.808000,0.4028,-0.3160,-0.0414,0.514
41.825000,0.3896,-0.3324,-0.0229,0.513
41.828000,0.4537,-0.2957,-0.1082,0.552
41.849000,0.4164,-0.2787,-0.0487,0.503
41.852000,0.4476,-0.2474,-0.1189,0.525
41.858000,0.4720,-0.3048,-0.1448,0.580
41.874000,0.5501,-0.2624,-0.1157,0.620
41.878000,0.5024,-0.2814,-0.1344,0.591
41.897000,0.5233,-0.2589,-0.1809,0.611
41.899000,0.5447,-0.2589,-0.1872,0.631
41.914000,0.5812,-0.2776,-0.2016,0.675
41.919000,0.5997,-0.2442,-0.2337,0.688
41.928000,0.6343,-0.2390,-0.2469,0.721
41.938000,0.6191,-0.2631,-0.2549,0.719
41.949000,0.6760,-0.2242,-0.2868,0.768
41.982000,0.6723,-0.2052,-0.2944,0.762
41.985000,0.7201,-0.2264,-0.3314,0.824
41.985000,0.7183,-0.2314,-0.3125,0.817
41.989000,0.7425,-0.2299,-0.3481,0.852
41.998000,0.7501,-0.1895,-0.3717,0.858
42.008000,0.7622,-0.1818,-0.3818,0.872
42.020000,0.8171,-0.1796,-0.3861,0.921
42.029000,0.7798,-0.2118,-0.4558,0.928
42.045000,0.8084,-0.1691,-0.4452,0.938
42.049000,0.8443,-0.1266,-0.4988,0.989
42.067000,0.8319,-0.1773,-0.5116,0.993
42.071000,0.8773,-0.1274,-0.5737,1.056
42.078000,0.8457,-0.1685,-0.5407,1.018
42.098000,0.8762,-0.1257,-0.6040,1.072
42.100000,0.9088,-0.0856,-0.6299,1.109
42.123000,0.8699,-0.1101,-0.5988,1.062
42.128000,0.9143,-0.0919,-0.6346,1.117
42.129000,0.9726,-0.0865,-0.6935,1.198
42.146000,0.9214,-0.0560,-0.6925,1.154
42.149000,0.9306,-0.0208,-0.7574,1.200
42.168000,0.9699,-0.0430,-0.7345,1.217
42.171000,1.0026,-0.0365,-0.8166,1.294
42.179000,0.8893,-0.0421,-0.8264,1.215
42.214000,0.9879,0.0020,-0.8264,1.288
42.216000,0.9746,0.0061,-0.8313,1.281
42.224000,0.9865,0.0233,-0.8932,1.331
42.225000,0.9779,0.0224,-0.8857,1.320
42.228000,0.9541,0.0630,-0.9209,1.327
42.239000,0.9624,0.0477,-0.9012,1.319
42.248000,0.9840,0.0925,-0.9575,1.376
42.258000,0.9731,0.0652,-0.9540,1.364
42.296000,0.9708,0.0515,-0.9840,1.383
42.300000,0.9695,0.0865,-0.9495,1.360
42.301000,0.9790,0.0648,-0.9771,1.385
42.314000,1.0038,0.0973,-1.0043,1.423
42.316000,0.9683,0.1489,-1.0034,1.402
42.318000,0.9884,0.1001,-1.0043,1.413
42.328000,0.9651,0.1151,-1.0472,1.429
42.341000,0.9710,0.1165,-1.0074,1.404
42.348000,0.9267,0.1260,-1.0244,1.387
42.367000,0.9401,0.1273,-1.0323,1.402
42.370000,0.9414,0.1336,-1.0423,1.411
42.379000,0.9073,0.1732,-1.0476,1.397
42.401000,0.8904,0.1382,-1.0544,1.387
42.402000,0.9185,0.1707,-0.9884,1.360
42.408000,0.8903,0.1639,-1.0274,1.369
42.422000,0.8921,0.1461,-0.9924,1.342
42.428000,0.8745,0.1795,-1.0238,1.358
42.446000,0.8741,0.1593,-0.9913,1.331
42.450000,0.8307,0.1492,-1.0729,1.365
42.469000,0.8759,0.1960,-1.0186,1.358
42.473000,0.8447,0.1717,-0.9850,1.309
42.479000,0.8446,0.1873,-0.9836,1.310
42.506000,0.8381,0.2155,-0.9964,1.320
42.509000,0.8381,0.2143,-1.0187,1.336
42.510000,0.8341,0.1708,-0.9929,1.308
42.529000,0.8198,0.1960,-0.9582,1.276
42.531000,0.7874,0.1981,-0.9562,1.254
42.552000,0.7521,0.1490,-0.9694,1.236
42.555000,0.7743,0.1967,-0.9910,1.273
42.558000,0.7796,0.2194,-0.9325,1.235
42.577000,0.7400,0.2121,-0.9638,1.234
42.582000,0.7645,0.2061,-0.9816,1.261
42.601000,0.7145,0.1893,-0.9865,1.233
42.603000,0.6585,0.1689,-0.9448,1.164
42.612000,0.6611,0.1785,-0.9493,1.170
42.625000,0.6886,0.1820,-0.9673,1.201
42.629000,0.6089,0.2035,-0.9541,1.150
42.652000,0.6606,0.1614,-0.9602,1.177
42.655000,0.6063,0.1659,-0.9647,1.151
42.659000,0.5892,0.2003,-0.9897,1.169
42.674000,0.5325,0.1325,-0.9655,1.111
42.678000,0.5895,0.1383,-0.9526,1.129
42.705000,0.5040,0.1583,-0.9542,1.091
42.711000,0.4782,0.1304,-0.9745,1.093
42.712000,0.4331,0.1114,-0.9440,1.045
42.725000,0.4578,0.1147,-0.9122,1.027
42.728000,0.3797,0.1402,-0.9089,0.995
42.748000,0.4025,0.1146,-0.9273,1.017
42.751000,0.3365,0.1221,-0.9190,0.986
42.759000,0.3715,0.0918,-0.8709,0.951
42.773000,0.2922,0.0669,-0.8797,0.929
42.778000,0.2801,0.0774,-0.8462,0.895
42.824000,0.2209,0.0480,-0.8520,0.881
42.825000,0.2142,0.0799,-0.8282,0.859
42.829000,0.1343,0.0497,-0.7986,0.811
42.831000,0.1711,0.0458,-0.8038,0.823
42.834000,0.1194,0.0691,-0.7503,0.763
42.844000,0.1065,0.0461,-0.7512,0.760
42.849000,0.0801,0.0265,-0.7071,0.712
42.864000,0.0675,-0.0084,-0.7013,0.705
42.869000,-0.0096,-0.0243,-0.6429,0.643
42.879000,0.0024,-0.0017,-0.6258,0.626
42.905000,-0.0542,-0.0718,-0.6110,0.618
42.912000,-0.0063,-0.0634,-0.5705,0.574
42.914000,-0.1254,-0.0602,-0.5500,0.567
42.922000,-0.0721,-0.1188,-0.5481,0.565
42.928000,-0.1185,-0.1065,-0.4771,0.503
42.946000,-0.1174,-0.0811,-0.4425,0.465
42.948000,-0.1928,-0.1394,-0.4197,0.482
42.968000,-0.1341,-0.1187,-0.4166,0.453
42.973000,-0.1914,-0.1510,-0.3613,0.436
42.978000,-0.2016,-0.1732,-0.3707,0.456
43.007000,-0.2722,-0.1386,-0.2949,0.425
43.016000,-0.2342,-0.1655,-0.2977,0.413
43.022000,-0.3041,-0.1646,-0.2542,0.429
43.023000,-0.2848,-0.2057,-0.2574,0.436
43.028000,-0.3635,-0.2191,-0.2159,0.476
43.047000,-0.3412,-0.2265,-0.1957,0.454
43.051000,-0.3724,-0.2277,-0.1394,0.458
43.070000,-0.3785,-0.2086,-0.1340,0.453
43.073000,-0.3956,-0.2434,-0.1175,0.479
43.079000,-0.4229,-0.2650,-0.1385,0.518
43.118000,-0.4695,-0.2824,-0.0580,0.551
43.120000,-0.4772,-0.2845,-0.0629,0.559
43.121000,-0.4785,-0.3042,-0.0367,0.568
43.122000,-0.4814,-0.3015,-0.0252,0.569
43.130000,-0.5209,-0.3186,0.0016,0.611
43.138000,-0.5542,-0.2990,-0.0157,0.630
43.148000,-0.5808,-0.3190,0.0091,0.663
43.162000,-0.5567,-0.3088,0.0226,0.637
43.184000,-0.5871,-0.3453,0.0815,0.686
43.186000,-0.5819,-0.3136,0.0184,0.661
43.188000,-0.6175,-0.3555,0.0851,0.718
43.198000,-0.6263,-0.3163,0.0719,0.705
43.208000,-0.6788,-0.3759,0.1211,0.785
43.233000,-0.6419,-0.3677,0.0956,0.746
43.236000,-0.7195,-0.3728,0.1625,0.826
43.239000,-0.7510,-0.3692,0.1628,0.853
43.248000,-0.7631,-0.4207,0.2196,0.899
43.258000,-0.7491,-0.3859,0.1600,0.858
43.291000,-0.7733,-0.3686,0.2635,0.896
43.295000,-0.7901,-0.4316,0.2344,0.930
43.296000,-0.7897,-0.3944,0.2697,0.923
43.299000,-0.8183,-0.4189,0.2952,0.966
43.310000,-0.8325,-0.4329,0.3157,0.990
43.331000,-0.8513,-0.4165,0.3433,1.008
43.333000,-0.8037,-0.4457,0.3894,0.998
43.351000,-0.8417,-0.4006,0.3475,0.995
43.355000,-0.8933,-0.4302,0.4257,1.079
43.359000,-0.9093,-0.4134,0.4453,1.094
43.378000,-0.9292,-0.4502,0.4945,1.145
43.380000,-0.9259,-0.4451,0.5088,1.146
43.397000,-0.9328,-0.4527,0.5400,1.169
43.407000,-0.9033,-0.4236,0.5327,1.131
43.409000,-0.9322,-0.4628,0.5909,1.197
43.420000,-0.9455,-0.4645,0.5902,1.208
43.428000,-0.9494,-0.4069,0.6198,1.205
43.444000,-0.9578,-0.4492,0.6594,1.247
43.449000,-0.9416,-0.4809,0.7184,1.278
43.468000,-0.9311,-0.4488,0.6979,1.247
43.471000,-0.9508,-0.4438,0.7623,1.297
43.478000,-0.9568,-0.4499,0.7058,1.271
43.507000,-0.9929,-0.4727,0.7609,1.337
43.509000,-0.9582,-0.4738,0.7662,1.315
43.511000,-0.9714,-0.4630,0.7595,1.317
43.526000,-0.9712,-0.4848,0.7818,1.338
43.528000,-0.9458,-0.4448,0.8396,1.341
43.548000,-0.9259,-0.4386,0.8372,1.323
43.554000,-0.9402,-0.5088,0.8714,1.379
43.558000,-0.8966,-0.4810,0.8258,1.310
43.571000,-0.9111,-0.4705,0.8683,1.344
43.579000,-0.8914,-0.4809,0.8561,1.326
